Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Emissions_active,Innovation_active,Workforce_active,Human_Rights_active,Community_active,Product_Responsibility_active,Management_active,Shareholders_active,CSR_Strategy_active
Prada SpA,2025,2025-08-23T10:00:10.391Z,"Miu Miu is pleased to announce Alice Diop, acclaimed French filmmaker, as director of the 30th chapter of the Miu Miu Women's Tales film series with her episode ""FRAGMENTS FOR VENUS.""

The movie will premiere at the Venice Film Festival’s Giornate degli Autori on August 30th.

 Miu Miu 
 #MiuMiuWomensTales
 
 Photographed by Brigitte Lacombe.",https://www.linkedin.com/posts/pradagroup_miumiu-miumiuwomenstales-activity-7364959631116320769-FOQp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADQgDVgBzp5mkMMKB9kMuPVTpdBNoCdpw-o,53,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Wolverine World Wide Inc,2025,2025-12-24T11:46:00.418Z,"As we wrap up the year, we want to take a moment to thank you for being part of our journey.

May your holidays be filled with joy, laughter, and time well spent with loved ones. 

Happy holidays from the entire Wolverine Worldwide team! 

📸 featuring pictures from Merrell, Saucony, and Chaco's holiday campaigns",https://www.linkedin.com/posts/wolverineworldwide_as-we-wrap-up-the-year-we-want-to-take-a-activity-7409559972528881664-Jlwu?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADO8j2wBd6aJNADqorSf5oF0hk54WZKJUJ0,54,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Gabriel Holding A/S,2025,2025-12-26T07:55:01.057Z,"The distinctive red sets the tone, where playfulness is elevated.
TwillWool plays with twill, inviting light and a sense of exploration into the space. 

Blending comfort and durability with playful elegance, it inspires discovery in many different directions.

Explore TwillWool https://lnkd.in/e-Ca_CtC",https://www.linkedin.com/posts/gabriel_the-distinctive-red-sets-the-tone-where-activity-7410226617886826496-ZZrp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEsntggBsZ3j--2X3xlvXMIZKK2Ymt0pMxg,41,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Adidas AG,2025,2025-05-19T09:05:55.767Z,"We logged some minutes for Move For The Planet in best weather at our Sports Day on our HQ campus in Herzogenaurach, Germany: Plogging and track runs, indoor and outdoor cycling, Yoga, functional training - we did it all. High five to everyone on the team who joined us! 💪  

For every 10 minutes of movement logged in the adidas Running app or Strava, we’ll donate €1 (up to a total of €1.5 million), to projects that strengthen climate resiliency in sport infrastructure and support sustainability education.  

We already reached our donation cap, but you can still move to earn adiClub points and donate them to the cause – learn more about Move For The Planet: https://adidas.pub/4iohSjt  

Let’s keep moving for something bigger!",https://www.linkedin.com/posts/adidas_we-logged-some-minutes-for-move-for-the-planet-activity-7330156745136181250-1DNv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFtpU50B30XLLMtDrBfvxuEmy1aFP99wtqQ,123,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Gildan Activewear Inc,2026,2026-04-15T16:18:10.495Z,"As our product innovation engine ramps up, the Impressions Expo & Magazine tradeshow in Atlantic City, New Jersey, gave our teams another opportunity to connect with industry attendees and hear real-time customer feedback.

From Comfort Colors® hats and Hanes® scrubs to Gildan® Heavyweight trends and the American Apparel® French Terry Collection, the new styles and product platforms across our brand portfolio continue to stand out on the floor. 

Since acquiring HanesBrands, our reach, network, and presence in the market have continued to grow.

#MakingApparelBetter #ImpressionsExpo",https://www.linkedin.com/posts/gildan_makingapparelbetter-impressionsexpo-activity-7450215906783334401--2-6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgUjgkBGSmiRXCkFw7DGB-O57R2S_JLFDk,85,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Swatch Group AG,2026,2026-03-22T13:55:08.770Z,"Discover PAINTED PARADISE with four ultra-light SKIN watches inspired by tropical hues 🌴 

#Swatch #PaintedParadise
https://swat.ch/4rVVSlo",https://www.linkedin.com/posts/swatch-ltd-_swatch-paintedparadise-activity-7441482603645349888-1Z_h?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACeKeD0BuF80SqXQzZ7zQPkO3myaeSLGXW4,16,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Magnera Corp,2025,2025-09-04T13:12:27.677Z,"Live from Borneo! ⚡🔋🌍

Our Battery team is on the ground at the 21st Asian Battery Conference, engaging with industry leaders and sharing insights on Magnera’s DYNAGRID® Pasting Paper, renowned for its high purity and performance in lead-acid batteries worldwide. From automotive innovation to advanced energy storage, DYNAGRID® sets the standard for quality and reliability across global markets.

Last chance to connect with our experts tomorrow at the event, or reach out anytime at https://hubs.la/Q03GSTny0 to explore how Magnera can power your next project.

Andreas Wagner 
#PossibilitiesMadeReal #LeadAcidBattery #Magnera",https://www.linkedin.com/posts/magneracorporation_possibilitiesmadereal-leadacidbattery-magnera-activity-7369356676388405250-Hu_G?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFxp7sYBfVjWhnJhDnuArU5YimZaRl1k-2w,89,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Yunsa Yunlu Sanayi ve Ticaret AS,2026,2026-05-05T12:21:43.068Z,"We will be present at SAHA 2026 between May 5–9, 2026, in Hall 1, Stand 1E-02B.

We will introduce our latest uniforms and high-performance wool fabrics, offering blade cut resistance, flame retardancy, UV protection, water repellency, and thermal comfort.

We look forward to welcoming you at the Istanbul Expo Center.",https://www.linkedin.com/posts/yunsa_we-will-be-present-at-saha-2026-between-may-activity-7457404157713334272-awmV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAE3h1QcB5wNhepDcIdED6eXzeqxt92aZxjw,50,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Lakeland Industries Inc,2025,2025-12-25T15:45:17.725Z,"Wishing you a Merry Christmas and a safe holiday season.
We’re grateful to support the people who keep the world moving!",https://www.linkedin.com/posts/lakeland-fire-and-safety_wishing-you-a-merry-christmas-and-a-safe-activity-7409982579304660992-bdzX?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC068VkBV9XY3vJkG9xYvL4BarqCBKeMpgc,21,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Nilorngruppen AB,2026,2026-03-12T11:10:48.575Z,"Plastic or Paper? The packaging decision many brands struggle with.

When it comes to garment packaging, the choice often comes down to two materials: LDPE plastic or paper. But which option actually performs best when you consider functionality, environmental impact, regulations, and circularity?
 
In our next Knowledge Hub webinar, we’ll explore some of the key factors brands consider when choosing packaging materials. Together with industry experts and partners, we’ll discuss:

✔ Functional, environmental and aesthetic differences between plastic and paper
✔ Regulatory considerations brands should be aware of
✔ Packaging innovations and solutions from Vela™ and WILDPLASTIC®
✔ A live panel discussion and Q&A on navigating packaging circularity
 
Meet the panel:
• Ester M., Commercial Director Europe, Vela™
• Marten Kronemeyer, Head of Sales, WILDPLASTIC®
• Christina Heines, Material & Innovation Specialist, Nilörn
• Jennifer Elze, Global Compliance Specialist, Nilörn
• Fredrik Clason, Group Sales & Marketing Manager, Nilörn
 
Date: 26 March 2026
Time: 15:00–15:45 CET
 
We’re opening this Knowledge Hub session to a wider audience, welcoming brands and industry professionals to join our next session. Reach out to knowledgehub@nilorn.com and we’ll share the registration details.
 
#Packaging #PackagingCircularity #KnowledgeHub #Webinar",https://www.linkedin.com/posts/nilorn_packaging-packagingcircularity-knowledgehub-activity-7437817368334200832-HTvp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD1w7CABySVhztImliJXhj_Jyq5CxF4esqw,190,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
Brunello Cucinelli SpA,2025,2025-10-16T07:00:29.044Z,"Inspired by the shared vision of His Majesty King Charles III and Brunello Cucinelli, the Himalayan Regenerative Fashion Living Lab took shape in 2022, in the Indian region of Ladakh.

Together with the Sustainable Markets Initiative and the Circular Bioeconomy Alliance, the project aims to support local communities develop regenerative, shared value chains, with a special focus on enhancing the traditional artisanal skills of the Changpa people—an invaluable heritage to protect and foster for future generations.

Discover more: https://lnkd.in/dNgq2A_7",https://www.linkedin.com/posts/brunello-cucinelli-s-p-a-_inspired-by-the-shared-vision-of-his-majesty-activity-7384483355611795456-VWZ9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s,79,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes
Coats Group PLC,2025,2025-10-15T10:00:02.787Z,"We’re live at #TextileExchange2025 in Lisbon!

This year, we’re introducing Textile-to-Textile — our new circular polyester thread made from textile waste, not plastic bottles.

Visit us at Booth #34 to discover this innovation and join the conversation on building a more circular textile future.

#T2T #CircularEconomy #TextileExchange2025 #ShiftingLandscapes",https://www.linkedin.com/posts/coats_textileexchange2025-t2t-circulareconomy-activity-7384166156099670016-HYst?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADXjFvUB0xG1Iocpo4MBioztPrr0FlCb9pg,48,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
Salvatore Ferragamo SpA,2025,2025-09-12T18:10:00.159Z,"We had the pleasure of being part of the opening event of the Euronext Sustainability Week 2025, “Driving Growth and Competitiveness through Sustainability”, on September 9 at Palazzo Mezzanotte in Milan. 
Our Chief Product Officer, James Ferragamo, shared how the Group’s sustainability strategy is deeply-rooted in its brand vision. The legacy of our founder Salvatore Ferragamo continues to guide us in creating impact: 
•	99% of the leather purchased from LWG-certified tanneries  
•	Back to Earth Capsule Collection crafted from bio-based materials 
•	97% of direct suppliers in Italy, supporting local craftsmanship 
•	16.4% reduction of Scope 1-3 emissions in 2024 vs 2023 
•	Community initiatives in arts & culture, health, and women’s empowerment. 

We’re proud to continue this journey, shaping a luxury industry that draws inspiration from the past while always looking to the future.
#SustainableLuxury #FamilyBusiness #Innovation #MadeInItaly #CircularEconomy",https://www.linkedin.com/posts/salvatore-ferragamo_sustainableluxury-familybusiness-innovation-activity-7372330658049802240-cKAv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEgJJw8BefmW2ngPsTOBI09zfDAq2oK3oSU,141,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes
Zhejiang Semir Garment Co Ltd,2026,2026-02-14T07:00:02.548Z,"This Valentine’s Day, pull the red rope and let our cuddly Playpuff bear descend into your heart! 🧸❤️ 

At balabala, we believe love is playful, warm, and full of delightful surprises—just like childhood. This limited-edition bear, part of balabala's family, is crafted to turn ordinary moments into cherished memories. 

Who’s ready to unwrap love in the most Imaginative way? 💌

#balabala
#SemirGroup
#PlaypuffDown
#ValentinesDay
#ChildhoodMagic
#LoveInEveryStitch",https://www.linkedin.com/posts/semir-international_balabala-semirgroup-playpuffdown-activity-7428332176217354240-MTiX?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD83cM8BveTBQe8d728MIe5rgAE_6phyUq0,66,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Pranda Jewelry PCL,2026,2026-03-02T04:39:07.950Z,"Echoes of Opportunity — Where Everyone Grows with Purpose and Value
When people speak about working at #Pranda, one word often stands out: opportunity.
• Opportunities to learn and develop new skills
 • Opportunities to fully demonstrate potential
 • Opportunities to advance fairly based on capability

These shared experiences show that equal opportunity is not simply a principle, but something reflected in everyday work. It creates space for each person to contribute, take on meaningful roles, and continue growing with purpose and value.
This commitment continues to guide how we strengthen our workplace — so everyone can move forward with confidence in their own potential.",https://www.linkedin.com/posts/prandagroup_pranda-activity-7434094920912625666-hDoq?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFNK4soBB4fhH1bCSX3bKHYCTqI6LynAUic,105,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Kordsa Teknik Tekstil AS,2025,2025-07-25T13:06:08.590Z,"At Kordsa, we believe that inclusive communication is built on respect, clarity, and empathy.

For Duygu Ünlü Ünal, who works as a Senior Project Management Specialist at Kordsa, fostering inclusion means listening actively, choosing words carefully, and creating space where everyone feels valued and involved. 

It’s the little things like respectful language and inclusive expressions that shape a truly collaborative environment.

#WeReinforceLife #ReinforceInclusion #ReinforceDiversity #ReinforceLanguage",https://www.linkedin.com/posts/kordsa_wereinforcelife-reinforceinclusion-reinforcediversity-activity-7354497183892627457-8Vqt?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACFk2oAB4HsW-myWfpqUOpb97fs2R8j-x7A,65,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Xinfengming Group Co Ltd,2025,2025-07-24T01:09:49.346Z,"🌱 Exciting news from XingFengMing Group!

We are proud to announce that XingFengMing and Leaf Bio have officially signed a strategic cooperation agreement, opening a new chapter of collaborative innovation in bio-based materials for the textile fiber industry.
Through this partnership, we aim to harness Leaf Bio’s cutting-edge FDCA and BioFleax™ technologies to explore high-performance, low-carbon solutions — from premium bio-based fibers to sustainable packaging. This step aligns with our commitment to “greener, differentiated, and innovation-driven” development and supports China’s dual carbon goals.

By combining our industry expertise with Leaf Bio’s pioneering research in furan-based materials, we hope to accelerate the green transformation of global textile fibers and contribute to a more sustainable future.

We look forward to working closely with Leaf Bio to unlock new possibilities in bio-based materials and deliver greater value across the entire supply chain.

#Sustainability #Innovation #TextileIndustry #BioBasedMaterials #StrategicPartnership #FDCA #PEF #GreenFuture",https://www.linkedin.com/posts/xinfengming_sustainability-innovation-textileindustry-activity-7353954528011923457-why1?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD1GJl0Bd2OMgzMnzzUGKpde7w8Qc2Fer4s,147,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
Levi Strauss & Co,2025,2025-06-30T16:15:50.074Z,"The Levi’s® brand and Nike have joined forces once again, blending the rich denim heritage of Levi’s® with Nike’s Air Max for their most anticipated collaboration yet, available July 10. Uniting two brands that have continuously shaped the landscape of American sportswear and lifestyle fashion for generations, the latest Levi’s® x Nike collaboration represents the perfect intersection of denim and sneaker culture.

The collection delivers sport-inspired style and features three colorways of the Air Max 95, a Trucker jacket and a baggy jean.

Learn more about the Levi's® x Nike collection, available July 10 on Levi.com, the Levi’s® App and in select Levi’s® flagship stores, and July 11 on SNKRS. ⬇️ https://lnkd.in/gnRWmKuB",https://www.linkedin.com/posts/levi-strauss-%26-co-_the-levis-brand-and-nike-have-joined-forces-activity-7345485224656498689-_bjT?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFHZNooB2oqevvPQZ8w7_lffnj7Dxaay7o4,112,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Levi Strauss & Co,2025,2025-10-24T17:52:57.339Z,"It’s been a busy time, but before any more time passes, I wanted to flag two recent happenings that say much about Levi Strauss & Co. as a company.  
  
One is what we did during Climate Week in New York City in late September. We started by launching a renewable electricity support initiative for suppliers in India, the Levi’s Energy Accelerator Program (LEAP), which is designed to bolster the sustainability aspirations of our suppliers in the country while also helping us further reduce our own emissions. Then we convened a pan-industry gathering of sustainability professionals in our New York office to share approaches on business and human resiliency in the face of extreme weather, a volatile external environment and a warming climate. To round it out, we staged a terrific panel moderated by Fast Company's Elizabeth Segran, Ph.D. that was focused on why people love, care for and repair clothing. The panel featured our Head of Global Design Innovation, Paul Dillinger; Yvonne Watson, the Vice Provost for Global Academic Strategies and Partnerships at the The New School; and Emma Rogue, thrifting influencer and founder of Rogue Garms. Their conversation explored the connection people form with clothing, why that connection deepens with time and care, and how we collectively can design (Paul), educate (Yvonne) and curate (Emma) to nurture those connections and enable a more conscious consumerism. You can see the full video here:  https://lnkd.in/gz2gA5Fx
  
The second event of note was our annual Seen & Heard employee conference, which, befitting our global footprint, was staged across our offices in Singapore, Brussels and San Francisco. Focusing on the theme of “cultural intelligence,” we talked about why being open, curious, diverse and inclusive – especially when serving fans and employees across the world – is so important to a business like ours. Employees heard from our leaders and fantastic external speakers like actress/creator/author Issa Rae, mountaineer David Lim, who led Singapore’s first team to summit Mt. Everest, and high performance psychologist and Red Bull base jumper Cedric Dumont. 
  
Our climate week efforts and Seen & Heard are each singularly important, but taken together, they demonstrate our sense of the right way to do business – an approach we call Profits through Principles. It’s an approach that has sustained this company for 170+ years and will continue to sustain us going forward.",https://www.linkedin.com/posts/michellegass_its-been-a-busy-time-but-before-any-more-ugcPost-7387538096298524673-Tzui?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,388,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
Pandora A/S,2025,2025-05-23T07:55:27.203Z,"Yesterday, we had the pleasure of hosting an inspiring evening in partnership with Women in Data & Analytics - Nordics  at our Digital Hub in Copenhagen. The theme? Machine Learning in Practice — and the atmosphere was electric with our over 100 guests!

From thought-provoking talks to meaningful conversations, the event brought together a dynamic community of data professionals, enthusiasts, and allies. 
Together, we explored real-world applications of machine learning, amplified different voices in tech, and deepened our shared commitment to inclusion and innovation.

A heartfelt thank you to our incredible speakers, engaged guests, and the Women in Data community for helping make the event a true success.

#MachineLearning #WomenInData #TechCommunity #Innovation #Pandora",https://www.linkedin.com/posts/pandora-a-s_machinelearning-womenindata-techcommunity-activity-7331588560715694080-4zQB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADNLBEoB42V1aQkGHNSQP9WCUaOFTYDU7wU,113,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
Calida Holding AG,2026,2026-04-15T16:04:23.339Z,"Today, the Annual General Meeting of CALIDA Holding AG took place in Lucerne, Switzerland. All proposals put forward by the Board of Directors were approved by the shareholders.
 
In the elections to the Board of Directors, Allan Kellenberger and the independent members Corinna Werkle and Andrea Sieber were re-elected for a one-year term extending until the conclusion of the next Annual General Meeting. In addition, Caroline Forster and Nicole Loeb were newly elected as independent members of the Board. Stöcklin Thomas was elected Chairman of the Board of Directors. We wish Thomas Stöcklin every success in his new role.
 
The shareholders also acknowledged the significant contributions of the outgoing Chariman, Felix Sulzberger, who did not stand for re-election.
 
Read more in today’s press release: https://lnkd.in/e4CJfqXD",https://www.linkedin.com/posts/calida-group_today-the-annual-general-meeting-of-calida-activity-7450212437439623169-8mZv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACWcyokBXhZ3_XiOKwQKBXR6MLb-fun3aMA,125,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
Coats Group PLC,2025,2025-11-06T10:02:03.894Z,"One week to go!

We’re getting ready for Destination Africa 2025, happening 12–13 November at the Royal Maxim Palace Kempinski Hotel, Cairo.

📍 Visit us at Booth A-05 to discover our latest sustainable thread innovations, Coats Digital solutions, and smarter design tools.

Don’t miss the chance to connect with our experts, you can still register here: https://hubs.li/Q03RRLZX0

#DestinationAfrica #Coats #Innovation #Sustainability",https://www.linkedin.com/posts/coats_destinationafrica-coats-innovation-activity-7392139197102399488-AQJF?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADXjFvUB0xG1Iocpo4MBioztPrr0FlCb9pg,61,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
Lululemon Athletica Inc,2025,2025-12-04T17:21:46.375Z,"Design for the world stage. Hear from our Design Director, Catherine Lebrun on how she helped bring the Team Canada Athlete Kit to life for the upcoming 2026 Milano Cortina Olympic & Paralympic Winter Games, and discover how you can shape the future of product at lululemon. 

Explore open roles and apply now: https://bit.ly/3Y0OAiT",https://www.linkedin.com/posts/lululemon_design-for-the-world-stage-hear-from-our-activity-7402396713485074432-yX6a?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFRikiYBS2-2G4O4WUoa3CckCT7jAEDbkMU,54,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Rocky Brands Inc,2026,2026-03-04T14:01:40.059Z,"We’re proud to announce that we will be hosting a Virtual Blood Drive all month long and you can make a difference from wherever you are. 

Together, we can support our communities and help ensure patients get the blood they depend on.

Join our virtual drive here: https://lnkd.in/eQn8A9_k",https://www.linkedin.com/posts/rocky-brands-inc-_were-proud-to-announce-that-we-will-be-hosting-activity-7434961263249481730-Qdym?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFdYyd0BTSuVrxvJqZL4N_g1DlSykWVEEbE,48,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Rocky Brands Inc,2025,2025-12-31T15:00:14.196Z,Congratulations to the employees meeting work milestones in Q4! Thank you for your continued dedication to Rocky Brands!,https://www.linkedin.com/posts/rocky-brands-inc-_congratulations-to-the-employees-meeting-activity-7412145567075778560-Tonf?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFdYyd0BTSuVrxvJqZL4N_g1DlSykWVEEbE,18,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Pou Chen Corp,2026,2026-01-02T03:00:02.973Z,"🌤️ Sunny or Rainy — Which Weather Boosts Your Productivity? 🌧️

⭐ Productivity can be affected by many things and in this case, it's weather. Some people stay focused and energized under bright sunshine, while others feel more comfortable and calm when the rain is pouring outside. Both sunny and rainy days offer unique atmospheres that can influence how people work.

Here are a few common ways weather affects working habits:
1. Sunny Days ☀️
 The bright light often increases motivation and positivity. But the heat can also make workers feel tired or dehydrated faster. 
2. Rainy Days 🌧️
 The cool breeze helps some workers feel relaxed and focused. However, the cozy atmosphere can sometimes make people sleepy or less energetic.

💡 This topic speaks out how people can work differently based on their environment. Some perform best under the warm sunshine, while others prefer the peaceful rhythm of the rain. 

Comment down below, 
✨ Which weather helps you work better, SUNNY or RAINY?

#pouchengroupindonesia #manufacturingcompany #athleticshoe #weatherday #workenvironment #productivity",https://www.linkedin.com/posts/pouchengroupindonesia_pouchengroupindonesia-manufacturingcompany-activity-7412689101801369600-zaim?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFEqwA4BdvloIrWTBN4Zlcbb4DJ_6CUegWU,170,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Salvatore Ferragamo SpA,2026,2026-04-30T16:00:23.170Z,"Style is a form of storytelling. 

For Fran Katsoudas, Executive Vice President and Chief People, Policy & Purpose Officer at Cisco, fashion is so much more than what you wear; it’s a creative outlet. 

While in her career she experiments with AI and reimagines the future of work, she brings that same curiosity to her personal style. After all, creativity doesn’t live in one lane; whether through innovation or self-expression, it fuels fresh thinking and new solutions.
In partnership with The Female Quotient, Ferragamo’s Leaders & Legends celebrates visionary leaders who bring their signature style to both how they lead and how they dress.",https://www.linkedin.com/posts/salvatore-ferragamo_style-is-a-form-of-storytelling-for-fran-activity-7455647248081678336-T3Ix?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEG_KQBv7J1sq3GMEnlpcPmY0omjvlA50I,104,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Pandora A/S,2025,2025-11-13T09:00:07.278Z,"“Being the first employee at Pandora’s Digital Hub was a leap into the unknown, and watching how far we’ve come has been nothing short of inspiring. “ 
 
Christian’s journey began in a small town west of Copenhagen and led him to the heart of Pandora’s Digital Hub. With a background in Business and Chinese studies and years of experience in retail and e-commerce, he brings both global perspective and grounded insight to his work. Whether he’s collaborating across teams globally or finding inspiration in everyday routines, Christian is passionate about building meaningful digital experiences. 
  
Looking for a career in digital and technology? Explore our vacancies. 
https://lnkd.in/dMqy44sW 
  
#CraftTheIncredible #Creativity #ProductManagement",https://www.linkedin.com/posts/pandora-a-s_crafttheincredible-creativity-productmanagement-activity-7394660323544186882-uyJy?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADNLBEoB42V1aQkGHNSQP9WCUaOFTYDU7wU,109,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Kordsa Teknik Tekstil AS,2026,2026-04-02T11:38:28.109Z,"At Kordsa, we continue to advance our sustainability efforts in line with global frameworks.

In alignment with the United Nations Sustainable Development Goals, we set measurable targets particularly in the areas of responsible production and climate action, and implement projects to increase resource efficiency across our operations.

We address sustainability across different stages of our value chain and regularly review our areas for improvement. 
You can review our Sustainability Report for more information: https://lnkd.in/dW8bxf6S

#Kordsa #WeReinforceLife",https://www.linkedin.com/posts/kordsa_kordsa-wereinforcelife-activity-7445434474101874689-1imr?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACFk2oAB4HsW-myWfpqUOpb97fs2R8j-x7A,76,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes
Prada SpA,2025,2025-06-18T12:00:20.908Z,"This morning, #ForestamiAcademy — the educational program created by Forestami in collaboration with the #PradaGroup to explore the value of urban greenery — enjoyed great public participation at the second meeting of its third year in the Salone d'Onore of Triennale Milano.
Attendees had the opportunity to hear from #MariaChiaraPastore, Scientific Director of Forestami, and #TizianaUlian, Associate Professor at the University of Turin and Honorary Research Associate at the Royal Botanic Gardens, Kew.

The event concluded with a walk inside Parco Sempione with agronomists from Ente Parco Nord Milano, offering to the public the opportunity to recognise different species of shrubs and trees.",https://www.linkedin.com/posts/pradagroup_forestamiacademy-pradagroup-mariachiarapastore-activity-7341072275087024128-D20b?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACkYlAQBRTNz8CdXZeg6hzVz7QVXcc1syiY,103,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
Marimekko Oyj,2026,2026-04-16T07:39:35.466Z,"Marimekko's Annual General Meeting convenes today, 16 April 2026, in Helsinki. You are warmly welcome to join us for the live webcast starting at 2.00 p.m. EEST.

Watch webcast (in Finnish): https://lnkd.in/dr_jvqU4

#marimekko",https://www.linkedin.com/posts/marimekko_marimekko-activity-7450447788758233089-_xJ5?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAE4W700Ba2ZH3TT3WFNdtt_cuNQs1kG3prE,33,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Pou Chen Corp,2026,2026-02-05T03:00:02.266Z,"⭐ Leadership starts with self-awareness and preparation. A leader carries broader responsibilities, from managing workflows and deadlines to guiding people with different roles and personalities. For you who are interested in becoming a leader, it is important to reflect on personal habits, attitudes, and ways of working first because your action can directly affect team morale, communication, and work results. 

👉 There are certain traits that a leader can bring and give negative impact to the team if they are not addressed early :
1️⃣ Poor emotional control, such as reacting with anger or frustration instead of clear communication
2️⃣ Procrastination, which can delay decisions and slow down team progress
3️⃣ Lack of accountability, including avoiding responsibility when mistakes happen
4️⃣ Poor listening habits, where team input is ignored or undervalued
5️⃣ Inconsistent work discipline, which can set an unhealthy example for the team
These behaviors can disrupt workflow, reduce trust, and create confusion.

🌏 Before aiming to lead others, take time to understand your strengths and work on areas that still need improvement. By preparing mentally, emotionally, and professionally, you as a future leader can create a more stable, respectful, and productive working environment for everyone.

#pouchengroupindonesia #manufacturingcompany #athleticshoe #careergrowth #leadership #habits",https://www.linkedin.com/posts/pouchengroupindonesia_pouchengroupindonesia-manufacturingcompany-activity-7425010286266404864-quKf?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFEqwA4BdvloIrWTBN4Zlcbb4DJ_6CUegWU,203,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
